CFOP;Tipo;Categoria;Descrição Resumida do CFOP;Aplicação;Início da Vigência;Fim da Vigência;Válido para NFe (indNFe);Válido para Serviços de Comunicação (indComunica);Válido para Retenção de ICMS de Transporte (indTransp);Válido para Devolução (indDevol);Válido para Retorno de Mercadorias (indRetor);Válido para Anulação de Valor (indAnula);Válido para Remessa de Mercadorias (indRemes);Válido para Operações com Combustível (indComb);Válido para NFCe;Válido para CTe;Válido para CTe OS
6.214;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.200 - Devoluções De Compras Para Industrialização, Comercialização Ou Anulações De Valores;6.214 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo, para comercialização;"Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para comercialização tenha sido classificada no código “2.132 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo."", (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.";01/01/2018;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.215;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.200 - Devoluções De Compras Para Industrialização, Comercialização Ou Anulações De Valores;6.215 - Devolução de fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço, de ato cooperativo para industrialização;"Classificam-se neste código as devoluções de fixação de preço de mercadorias do estabelecimento produtor cuja entrada para industrialização tenha sido classificada no código “2.135 - Fixação de preço de produção do estabelecimento produtor, inclusive quando remetidas anteriormente com previsão de posterior ajuste ou fixação de preço de ato cooperativo."", (AJUSTE SINIEF 18, DE 29 DE SETEMBRO DE 2017) efeitos a partir de 1º de janeiro de 2018.";01/01/2018;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.251;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.251 - Venda de energia elétrica p/ distribuição ou comercialização;Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.252;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.252 - Venda de energia elétrica p/ estabelecimento industrial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.253;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.253 - Venda de energia elétrica p/ estabelecimento comercial;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.254;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.254 - Venda de energia elétrica p/ estabelecimento prestador de serviço de transporte;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.255;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.255 - Venda de energia elétrica p/ estabelecimento prestador de serviço de comunicação;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.256;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.256 - Venda de energia elétrica p/ estabelecimento de produtor rural;Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.257;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.257 - Venda de energia elétrica p/ consumo por demanda contratada;Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.258;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.250 - Vendas De Energia Elétrica;6.258 - Venda de energia elétrica a não contribuinte;Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.301;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.301 - Prestação de serviço de comunicação p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.302;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.302 - Prestação de serviço de comunicação a estabelecimento industrial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.303;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.303 - Prestação de serviço de comunicação a estabelecimento comercial;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.304;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.304 - Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.305;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.305 - Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.306;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.306 - Prestação de serviço de comunicação a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.307;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.300 - Prestações De Serviços De Comunicação;6.307 - Prestação de serviço de comunicação a não contribuinte;Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;01/01/2006;;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.351;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.351 - Prestação de serviço de transporte p/ execução de serviço da mesma natureza;Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.352;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.352 - Prestação de serviço de transporte a estabelecimento industrial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.353;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.353 - Prestação de serviço de transporte a estabelecimento comercial;Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.354;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.354 - Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação;Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.355;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.355 - Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.356;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.356 - Prestação de serviço de transporte a estabelecimento de produtor rural;Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.357;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.357 - Prestação de serviço de transporte a não contribuinte;Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.359;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.359 - Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando a mercadoria transportada esteja dispensada de emissão de Nota Fiscal;Prestação de serviço de transporte a contribuinte ou a não-contribuinte, quando não existir a obrigação legal de emissão de Nota Fiscal para a mercadoria transportada. (ACR Ajuste SINIEF 03/2004) (DECRETO Nº 26.810/2004) (a partir de 01.01.2005);01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não
6.360;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.350 - Prestações De Serviços De Transporte;6.360 - Prestação de serviço de transporte a contribuinte substituto em relação ao serviço de transporte;Prestação de serviço de transporte a contribuinte a quem tenha sido atribuída a condição de contribuinte-substituto em relação ao imposto incidente na prestação dos serviços. (Ajuste SINIEF 03/2008) (Decreto nº 32.653, de 14.11.2008) a partir de 01.05.2008;01/01/2006;;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
6.401;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.401 - Venda de produção do estabelecimento quando o produto sujeito a ST;Venda de produto industrializado ou produzido no estabelecimento, quando o produto estiver sujeito ao regime de substituição tributária, bem como a venda de produto industrializado por estabelecimento industrial ou rural de cooperativa, quando o produto estiver sujeito ao referido regime.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.402;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.402 - Venda de produção do estabelecimento de produto sujeito a ST, em operação entre contribuintes substitutos do mesmo produto;Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.403;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.403 - Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita a ST, na condição de contribuinte substituto;Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, na condição de contribuinte substituto, em operação com mercadorias sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.404;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.404 - Venda de mercadoria sujeita a ST, cujo imposto já tenha sido retido anteriormente;Classificam-se neste código as vendas de mercadorias sujeitas ao regime de substituição tributária, na condição de substituto tributário, exclusivamente nas hipóteses em que o imposto já tenha sido retido anteriormente.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.408;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.408 - Transferência de produção do estabelecimento quando o produto sujeito a ST;Transferência de produto industrializado ou produzido no estabelecimento, para outro estabelecimento da mesma empresa, quando o produto estiver sujeito ao regime de substituição tributária.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.409;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.409 - Transferência de mercadoria adquirida ou recebida de terceiros, sujeita a ST;Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.410;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.410 - Devolução de compra p/ industrialização ou ptrodução rural quando a mercadoria sujeita a ST;"Devolução de mercadoria adquirida para ser utilizada em processo de industrialização ou produção rural, cuja entrada tenha sido classificada como ""Compra para industrialização ou produção rural de mercadoria sujeita ao regime de substituição tributária"".,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005)";01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.411;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.411 - Devolução de compra p/ comercialização em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.412;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.412 - Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no código 2.406 - Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.413;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.413 - Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita a ST;Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 2.407 - Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.414;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.414 - Remessa de produção do estabelecimento p/ venda fora do estabelecimento, quando o produto sujeito a ST;Remessa de produto industrializado ou produzido pelo estabelecimento para ser vendido fora do estabelecimento, inclusive por meio de veículo, quando o mencionado produto estiver sujeito ao regime de substituição tributária.,(NR Ajuste SINIEF 05/2005) (Dec.28.868/2006 - Efeitos a partir de 01/01/2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de novembro a 31 de dezembro de 2005);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.415;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.400 - Saídas De Mercadorias Sujeitas Ao Regime De Substituição Tributária;6.415 - Remessa de mercadoria adquirida ou recebida de terceiros p/ venda fora do estabelecimento, quando a referida ração com mercadoria sujeita a ST;Remessa de mercadoria adquirida ou recebida de terceiro para serem vendida fora do estabelecimento, inclusive por meio de veículo, quando a referida mercadorias estiver sujeita ao regime de substituição tributária.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.501;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.500 - Remessas Com Fim Específico De Exportação E Eventuais Devoluções;6.501 - Remessa de produção do estabelecimento, com fim específico de exportação;"Saída de produto industrializado ou produzido pelo estabelecimento, remetido com fim específico de exportação a ""trading company"", empresa comercial exportadora ou outro estabelecimento do remetente.,(NR Ajuste SINIEF 05/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.502;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.500 - Remessas Com Fim Específico De Exportação E Eventuais Devoluções;6.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação;Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.503;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.500 - Remessas Com Fim Específico De Exportação E Eventuais Devoluções;6.503 - Devolução de mercadoria recebida com fim específico de exportação;Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código 2.501 - Entrada de mercadoria recebida com fim específico de exportação.;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.504;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.500 - Remessas Com Fim Específico De Exportação E Eventuais Devoluções;6.504 - Remessa de mercadoria p/ formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.;Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.,(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.505;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.500 - Remessas Com Fim Específico De Exportação E Eventuais Devoluções;6.505 - Remessa de mercadoria, adquirida ou recebida de terceiros, p/ formação de lote de exportação.;Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação.,(ACR Ajuste SINIEF 09/2005) (Dec. 28.868/2006 - a sua aplicação será obrigatória em relação aos fatos geradores ocorridos a partir de 01 de julho de 2006, ficando facultada ao contribuinte a sua adoção para fatos geradores ocorridos no período de 01 de janeiro a 30 de junho de 2006);01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.551;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.551 - Venda de bem do ativo imobilizado;Vendas de bem integrante do ativo imobilizado do estabelecimento. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.552;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.552 - Transferência de bem do ativo imobilizado;Transferência de bem do ativo imobilizado para outro estabelecimento da mesma empresa. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.553;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.553 - Devolução de compra de bem p/ o ativo imobilizado;Devolução de bem adquirido para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código 2.551 - Compra de bem para o ativo imobilizado. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.554;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.554 - Remessa de bem do ativo imobilizado p/ uso fora do estabelecimento;Remessa de bem do ativo imobilizado para uso fora do estabelecimento. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não
6.555;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.555 - Devolução de bem do ativo imobilizado de terceiro, recebido p/ uso no estabelecimento;Saída em devolução, de bem do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código 2.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.556;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.556 - Devolução de compra de material de uso ou consumo;Devolução de mercadoria destinada ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código 2.556 - compra de material para uso ou consumo –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.557;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.550 - Operações Com Bens De Ativo Imobilizado E Materiais Para Uso Ou Consumo;6.557 - Transferência de material de uso ou consumo;Transferência de material de uso ou consumo para outro estabelecimento da mesma empresa. –a partir 01.01.2004- Decreto Nº 26.174 de 26/11/2003;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não
6.603;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.600 - Créditos E Ressarcimentos De ICMS;6.603 - Ressarcimento de ICMS retido por substituição tributária;Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.;01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;1-Sim;1-Sim
6.651;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.651 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à industrialização subseqüente;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados à industrialização do próprio produto, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
6.652;6.000 - Saídas ou Prestações de Serviços para Outros Estados;6.650 - Saídas De Combustíveis, Derivados Ou Não De Petróleo, E Lubrificante;6.652 - Venda de combustível ou lubrificante, de produção do estabelecimento, destinados à comercialização;"Venda de combustível ou lubrificante, industrializados no estabelecimento e destinados à comercialização, inclusive aquela decorrente de encomenda para entrega futura, cujo faturamento tenha sido classificado no código 6.922 – ""Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura"".(a partir 01.01.2004 - Decreto Nº 26.174 de 26/11/2003)";01/01/2006;;1-Sim;0-Não;0-Não;0-Não;0-Não;0-Não;0-Não;2-Sim, com transportador obrigatório;0-Não;0-Não;0-Não
